@id,addr:city,addr:street
1721632488,Roma,Via Augusto Dulceri
1721632492,Roma,Via Augusto Dulceri
1721632497,Roma,Via Augusto Dulceri
1721846518,Roma,Viale del Pinturicchio
1722151894,Roma,Via Cola di Rienzo
1723940961,Roma,Via Vespasiano
1725186991,Roma,Via Antonio Provolo
1725187000,Roma,Via Antonio Provolo
1725187002,Roma,Via Antonio Provolo
1725187003,Roma,Via Antonio Provolo
1725187004,Roma,Via Antonio Provolo
1725187005,Roma,Via Antonio Provolo
1725187006,Roma,Via Antonio Provolo
1725187007,Roma,Via Antonio Provolo
1725187019,Roma,Via Antonio Provolo
1731734008,Roma,Via Montebello
1738903495,Roma,Via Del Casale Di San Basilio
1740134956,Frascati,Via Raffaele Cadorna
1744427395,Roma,Via dei Fienaroli
1744427396,Roma,Via dei Fienaroli
1747005268,Roma,Via delle Sette Chiese
1748094775,Roma,Via Del Casale Di San Basilio
1748094776,Roma,Via Del Casale Di San Basilio
1748094777,Roma,Via Del Casale Di San Basilio
1750844646,Roma,Viale Manzoni
1752845232,Roma,Via del Portico d'Ottavia
1752845234,Roma,Via Portico d'Ottavia
1754895753,Roma,Via delle Fornaci
1762091816,Roma,Viale Guglielmo Marconi
1762091817,Roma,Viale Guglielmo Marconi
1767921661,Roma,Via Emanuele Filiberto
1768171130,Roma,Via Orazio Antinori
1768566428,Roma,Corso Vittorio Emanuele II
1769167641,Roma,Via Casal Tidei
1769309416,Ciampino,Via Appia Nuova
1769579773,Roma,Viale Avignone
1769581429,Roma,Viale Avignone
1769581465,Roma,Viale Avignone
1772537149,Roma,Via Ostiense
1772586232,Roma,Piazza di San Cosimato
1774750372,Frascati,Via Armando Diaz
1786103877,Roma,Via Marmorata
1786103887,Roma,Via Galvani
1786192229,Roma,Via Martignano
1790313670,Roma,Via Tuscolana
1805254344,Roma,Via Appia Pignatelli
1808945304,Roma,Via delle Sette Chiese
1823475241,Roma,Via Cartagine
1824011082,Roma,Via degli Opimiani
1824063991,Roma,Circonvallazione Cornelia
1824076020,Roma,Circonvallazione Trionfale
1825168887,Roma,Piazza di San Silvestro
1825177893,Roma,Piazza di San Silvestro
1825798700,Roma,Via degli Opimiani
1827273021,Roma,Via degli Opimiani
1827273022,Roma,Via degli Opimiani
1827273023,Roma,Via degli Opimiani
1827273025,Roma,Via degli Opimiani
1827273029,Roma,Via degli Opimiani
1827273043,Roma,Via degli Opimiani
1827273045,Roma,Via degli Opimiani
1827274158,Roma,Via degli Opimiani
1827274159,Roma,Via degli Opimiani
1831904268,Roma,Via degli Opimiani
1831904273,Roma,Via degli Opimiani
1832848888,Roma,Via dei Polacchi
1832848889,Roma,Via dei Polacchi
1832969900,Roma,Via del Portico d'Ottavia
1832969901,Roma,Via del Portico d'Ottavia
1833800615,Roma,Via dei Fienaroli
1833917665,Roma,Via dei Vascellari
1834273072,Castel Gandolfo,Via Massimo D'Azeglio
1834319579,Castel Gandolfo,Via Saponara
1835178926,Rome,Via di Tor Vergata
1839187630,Roma,Piazza Irnerio
1850269361,Roma,Via Pollenza
1850271279,Roma,Via Pollenza
1850272133,Roma,Via Pollenza
1850273370,Roma,Via Pollenza
1852093145,Roma,Via Sarnano
1852095156,Roma,Via Sarnano
1852096873,Roma,Via Sarnano
1852099307,Roma,Via Sarnano
1852101404,Roma,Via Sarnano
1868592228,Anguillara Sabazia,Corso Umberto I
1868680874,Anguillara Sabazia,Via Monte Calvario
1871781591,Roma,Via Abruzzi
1878027445,Roma,Viale America
1878028391,Roma,Viale America
1878029490,Roma,Viale America
1878030864,Roma,Viale America
1878031886,Roma,Viale America
1878032314,Roma,Viale America
1878560891,Roma,Piazza Umberto Elia Terracini
1879578512,Frascati,Largo Pentini
1882896184,Frascati,Via Sciadonna
1909843298,Roma,Via Bartolo da Sassoferrato
1915625794,Roma,Via Alessandro De Stefani
1915626850,Roma,Via Alessandro de Stefani
1916357886,Roma,Via Diego Fabbri
1917232843,Roma,Via Peralba
1920404978,Roma,Piazza della Rotonda
1921668981,Roma,Piazza Giovanni da Lucca
1922056949,Roma,Via ratto delle sabine
1922061639,Roma,Via ratto delle sabine
1922075366,Roma,Via ratto delle sabine
1923911404,Roma,Via Cavour
1923912448,Roma,Via Cavour
1925487774,Roma,Via ratto delle sabine
1929123788,Roma,Via Giovanni Giolitti
1931825410,Frascati,Cernaia
1935725634,Roma,Piazza Vittorio Emanuele
1935739764,Roma,Via Carlo Alberto
1938346422,Roma,Piazza di Ponte Umberto I
1949596821,Roma,Via Rosa Raimondi Garibaldi
1949638080,Roma,Via Galeazzo Alessi
1952358265,Roma,Via Tiburtina
1953774552,Roma,Via Del Casale Di San Basilio
1953774559,Roma,Via Del Casale Di San Basilio
1959267813,Roma,Via Catone
1965040132,Roma,Piazza Navona
1974420863,Frascati,Via G. Buttarelli
1974420882,Frascati,Via Ottaviani
1979465981,Roma,Via Marsala
1983523038,Roma,Via Macerata
1983622753,Roma,Piazza Giuseppe Mazzini
1983970911,Roma,Viale dei Campioni
1983971143,Roma,Via Thailandia
1983974347,Roma,Via Thailandia
1983974719,Roma,Via Thailandia
1986971302,Roma,Via Tuscolana
1997317558,Roma,Foro Traiano
2002702292,Rome,Via Raffaele De Cesare
2006354807,Roma,Via Pollenza
2006354810,Roma,Via Pollenza
2006354815,Roma,Via Pollenza
2006354819,Roma,Via Pollenza
2006354824,Roma,Via Pollenza
2006354827,Roma,Via Pollenza
2006354828,Roma,Via Pollenza
2006354829,Roma,Via Pollenza
2006354831,Roma,Via Pollenza
2006354833,Roma,Via Pollenza
2006354836,Roma,Via Pollenza
2006354838,Roma,Via Pollenza
2006354839,Roma,Via Pollenza
2006354840,Roma,Via Pollenza
2006354841,Roma,Via Pollenza
2006354842,Roma,Via Pollenza
2006354843,Roma,Via Pollenza
2006354844,Roma,Via Pollenza
2006354845,Roma,Via Pollenza
2006354846,Roma,Via Pollenza
2006354847,Roma,Via Pollenza
2006354848,Roma,Via Pollenza
2006354849,Roma,Via Pollenza
2006354850,Roma,Via Pollenza
2006354851,Roma,Via Pollenza
2006354852,Roma,Via Pollenza
2006354853,Roma,Via Pollenza
2006354854,Roma,Via Pollenza
2006354855,Roma,Via Pollenza
2006354856,Roma,Via Pollenza
2006354857,Roma,Via Pollenza
2006354858,Roma,Via Pollenza
2006354859,Roma,Via Pollenza
2006354860,Roma,Via Pollenza
2006354861,Roma,Via Pollenza
2006354862,Roma,Via Pollenza
2006354863,Roma,Via Pollenza
2006354864,Roma,Via Pollenza
2006354865,Roma,Via Pollenza
2006354866,Roma,Via Pollenza
2006354867,Roma,Via Pollenza
2028092451,Roma,Via Bartolo da Sassoferrato
2030259334,Roma,Via Corinaldo
2032052749,Roma,Via Jesi
2032054266,Roma,Via Jesi
2034635418,Roma,Via Angelo Emo
2036309626,Roma,Viale delle Medaglie d'Oro
2042621763,Roma,Via Macinghi Strozzi
2064641693,Roma,Via Filippo Nicolai
2075991886,Roma,Via Montecassiano
2079875493,Roma,Via Tiburtina
2079882933,Roma,Via Tiburtina
2086176752,Roma,Via Tiburtina
2086185483,Roma,Via Montecassiano
2086185484,Roma,Via Montecassiano
2098756750,Roma,Piazza della Minerva
2103532129,Roma,Via Tino Buazzelli
2103532130,Roma,Via Tino Buazzelli
2105394782,Roma,Via Giuseppe Zanardelli
2106837197,Roma,Via Giuseppe Sacconi
2120086754,Roma,Via del Colosseo
2120584189,Roma,Piazza Mignanelli
2124626787,Albano Laziale,Piazza Luigi Sabatini
2127968140,Roma,Via De' Santi Quattro
2128228954,Frascati,Via Cesare Minardi
2128828563,Roma,Via Druso
2128867653,Roma,Via Druso
2128867654,Roma,Via Druso
2128990512,Roma,Via dei Volsci
2128992183,Roma,Piazza dei Sanniti
2128992281,Roma,Piazza dei Sanniti
2128995728,Roma,Via dei Volsci
2129001130,Roma,Via degli Etruschi
2129384469,Roma,Via Marmorata
2129396497,Roma,Via Alessandro Volta
2130274048,Roma,Via Alessandro Volta
2136314816,Roma,Via Vittorio Emanuele Orlando
2138690426,Roma,Via dei Fienaroli
2138691946,Roma,Via della Cisterna
2138694561,Roma,Via di San Cosimato
2138727696,Roma,Via dei Genovesi
2138746280,Roma,Vicolo del Cinque
2138753806,Roma,Vicolo del Cinque
2138756992,Roma,Vicolo del Bologna
2139856937,Roma,Via Torino
2139860370,Roma,Via Torino
2139917814,Roma,Via Firenze
2139917819,Roma,Via Firenze
2139921756,Roma,Piazza di Spagna
2139923602,Roma,Via delle Muratte
2141264316,Roma,Via Aurelia
2141264317,Roma,Via Aurelia
2141264318,Roma,Via Aurelia
2141674123,Roma,Via della Lungara
2141710127,Roma,Via della Lungara
2141710128,Roma,Via della Lungara
2142965853,Roma,Via Tiburtina
2143271851,Roma,Via Stanislao Cannizzaro
2143271861,Roma,Via Tiburtina
2143271901,Roma,Via Tiburtina
2144627655,Roma,Piazza di Sant'Apollinare
2144627661,Roma,Piazza di Sant'Apollinare
2145609242,Roma,Via Enna
2145907715,Roma,Via Temistocle Calzecchi Onesti
2147139347,Roma,Largo Magna Grecia
2147588975,Roma,Via della Scala
2147596129,Roma,Vicolo della Scala
2147596131,Roma,Piazza della Scala
2147946539,Roma,Vicolo del Cinque
2148972457,Roma,Via Giuseppe Garibaldi
2149029061,Roma,Piazzale Aurelio
2151224588,Roma,Via Santa Chiara
2156483531,Roma,Via Iglesias
2156864533,Roma,Via dei Corneli
2161124359,Roma,Via Guicciardini
2161146588,Roma,Via Ferruccio
2162469364,Roma,Via Tomacelli
2167576511,Roma,Via Anastasio II
2168950368,Roma,Via Sebastiano Veniero
2171768722,Roma,Via della Pisana
2189553260,Roma,Via di San Romano
2192567046,Roma,Via di Donna Olimpia
2194629646,Velletri,Via Appia Sud
2198906100,Roma,Viale della Bella Villa
2214646455,Roma,Via Nomentana
2226915915,Roma,Piazza di Porta Metronia
2229537670,Roma,Via Bevagna
2235494532,Città del Vaticano,Via della Posta
2246269228,Roma,Via Attilio Regolo
2266083036,Roma,Via del Teatro Pace
2267113047,Roma,Piazza della Cancelleria
2267113048,Roma,Via di Monserrato
2267121923,Roma,Via dei Giubbonari
2267121924,Roma,Via dei Chiavari
2267127838,Roma,Via dei Chiavari
2267137974,Roma,Via degli Specchi
2270578874,Roma,Via Carlo Linneo
2270578881,Roma,Via Carlo Linneo
2270578885,Roma,Via Carlo Linneo
2273939352,Roma,Via di Ripetta
2273939354,Roma,Via di Ripetta
2273945414,Roma,Via di Ripetta
2273950506,Roma,Via Borgognona
2273951353,Roma,Via Borgognona
2273959484,Roma,Via della Vite
2273959490,Roma,Via Frattina
2273966987,Roma,Via Francesco Crispi
2273967830,Roma,Via di San Basilio
2273973904,Roma,Via Aureliana
2273978809,Roma,Vicolo Scavolino
2273987475,Roma,Via delle Muratte
2273997542,Roma,Via di San Marcello
2274114344,Roma,Piazza di Pasquino
2274115573,Roma,Piazza del Fico
2274125995,Roma,Via Agonale
2274125996,Roma,Via della Maddalena
2274383598,Roma,Vicolo dei Soldati
2274384718,Roma,Via dei Giubbonari
2274386799,Roma,Vicolo de' Chiodaroli
2274388003,Roma,Vicolo del Giglio
2274401568,Roma,Via dei Banchi Vecchi
2274403482,Roma,Via Silla
2274804573,Roma,Via Ostiense
2274819351,Roma,Via della Croce
2274883508,Roma,Piazza delle Coppelle
2274912019,Roma,Via dei Coronari
2274912020,Roma,Via della Croce
2274917284,Roma,Vicolo delle Vacche
2274920322,Roma,Via dei Serpenti
2275922535,Roma,Largo Alessandro Toja
2276044251,Roma,Via dei Prefetti
2276044258,Roma,Via del Vantaggio
2276143197,Roma,Salita de' Crescenzi
2276152594,Roma,Via Augusto Valenziani
2276163507,Roma,Via Crescenzio
2276170274,Roma,Via Satrico
2276187118,Roma,Via Sicilia
2296858429,Roma,Piazza di San Lorenzo in Lucina
2296913458,Roma,Piazza di Tor Sanguigna
2300154298,Frascati,Via dei Coccei
2300154299,Frascati,Vicolo di Spinetta
2304262747,Albano Laziale,Borgo Garibaldi
2304262949,Roma,Viale Regina Margherita
2304263017,Tivoli,Via Lago Di Albano
2311459630,Ardea,Via Degli Scavi
2311459959,Pomezia,Piazza Indipendenza
2311460240,Roma,Via Della Bufalotta
2311460262,Fiumicino,Via Trincea Delle Frasche
2311460311,Velletri,Via Di Ponente
2311460356,San Cesareo,Via Casilina
2311460379,Aprilia,Via Marconi
2311460440,Roma,Via Isole Figi
2311460479,Guidonia Montecelio,Via Giacomo Leopardi
2311460502,Roma,Via Pian Due Torri
2311460526,Frascati,Via  Castello
2311460546,Tivoli,Via Empolitana
2311460565,Marino,Via P.maroncelli
2311460690,Velletri,Viale B. Buozzi
2311460792,Fiumicino,Via Del Faro
2311468487,Airola,Via Dei Fiori
2317211545,Roma,Viale di Tor di quinto
2321099905,Frascati,Via Gregoriana
2321099906,Frascati,Via di Colonna
2321120186,Frascati,Via Matthaus Greuter
2321159262,Frascati,Via Enrico De Nicola
2324539786,Roma,Viale delle Medaglie d'Oro
2327051410,Roma,Rampa Mignanelli
2327736649,Roma,Viale Giulio Cesare
2328181469,Roma,Via della Nocetta
2328181470,Roma,Via della Nocetta
2336993852,Roma,Via Andrea Verga
2346370957,Frascati,Largo Pentini
2346587209,Frascati,Piazza del Mercato
2347328777,Frascati,Piazza Giuseppe Mazzini
2347349798,Frascati,Largo Pentini
2347385535,Frascati,Piazza San Pietro
2347386938,Frascati,Via Cairoli
2347406549,Frascati,Piazza Monte Grappa
2347424791,Frascati,Viale Vittorio Veneto
2348124420,Frascati,Via Armando Diaz
2349304768,Roma,Via Francesco Caracciolo
2349316392,Roma,Via Livio Andronico
2350002842,Roma,Via Tiburtina
2350920174,Roma,via del Corso
2353398507,Roma,Piazza Giovenale
2353415417,Roma,Viale delle Medaglie d'Oro
2371347125,Roma,Via Seneca
2371354540,Roma,Via Luigi Rizzo
2373132879,Roma,Vicolo del Bottino
2384198070,Roma,Viale delle Medaglie d'Oro
2384202625,Roma,Via Leone IV
2400338846,Roma,Piazza Giovenale
2402864511,Passo Oscuro,Via Sanluri
2402864514,Passo Oscuro,Via Sanluri
2406805461,Roma,via Orvieto
2406805462,Roma,via Orvieto
2411074971,Roma,Via della Lungaretta
2415288415,Roma,Via Leone IV
2415288469,Roma,Via Tolemaide
2420687577,Roma,Via del Corso
2423111780,Roma,Via Appia Antica
2441875474,Fiumicino,Via della Muratella
2443442622,Frascati,Piazza Monte Grappa
2451936352,Fiumicino,Via della Pesca
2451942483,Fiumicino,Via della Torre Clementina
2458501932,Roma,Piazza della Marina
2485591072,Roma,Via Giovanni Paolo Pannini
2489042525,Roma,Via Massimiliano Massimo
2489047822,Roma,Via Giorgio Perlasca
2489050809,Fiumicino,Via Portuense
2509259493,Roma,Vi di Gesú e Maria
2509330723,Roma,via Assisi
2515010849,Roma,via Panisperna
2522591120,Roma,Via Laurina
2522621010,Roma,Via di Sant Andrea delle Fratte
2523761772,Roma,Via Francesco Caracciolo
2529198391,Roma,Via Giuseppe Manno
2536135651,Roma,Via Madonna di Campiglio
2536135652,Roma,Via Pietro Paolo Rubens
2536135653,Roma,Borgo Pio
2536135654,Roma,Via dell'Erbe
2577059941,Roma,Via delle Sette Chiese
2584246819,Roma,Via Gaeta
2584246820,Roma,Via Volturno
